1.6504 0.19494 2.85071 
0.6507 0.251172 2.87844 
0.6605 0.464352 2.97142 
0.7827 0.327281 2.91054 
0.7556 0.332764 2.91415 
0.8383 0.243885 2.87473 
0.5255 0.7025 3.082 
0.7083 0.477828 2.97638 
0.728 0.366199 2.92516 
0.4977 0.826035 3.15326 
0.6335 0.626577 3.04133 
0.7177 0.288733 2.89475 
0.7566 0.180489 2.84642 
0.7144 0.158349 2.83476 
0.5124 0.732105 3.09694 
0.4984 0.968433 3.26175 
0.4787 0.121967 4.32788 
0.7801 0.368905 2.93005 
0.5943 0.519257 2.99032 
0.6092 0.595517 3.02628 
0.6083 0.635761 3.04678 
0.6207 0.548519 3.00505 
0.6449 0.663252 3.06027 
0.5389 0.890398 3.19825 
0.5393 0.925557 3.22603 
0.705 0.612588 3.03643 
0.7263 0.5198 2.99117 
0.6126 0.555908 3.00884 
0.7898 0.310356 2.90317 
0.4691 0.890001 3.19767 
0.4759 0.0922756 4.31731 
0.5085 0.171356 4.34132 
0.6211 0.865796 3.18235 
0.5481 0.931346 3.22439 
0.6961 0.508789 2.98503 
0.5458 0.747802 3.1092 
0.3841 0.124856 4.32773 
0.6368 0.816451 3.14758 
0.6841 0.539339 3.00004 
0.5983 0.784913 3.12499 
0.6426 0.642434 3.04605 
0.515 0.831442 3.15849 
0.6237 0.71322 3.08933 
0.6528 0.569929 3.01502 
0.5128 0.841797 3.16242 
0.603 0.899531 3.20561 
0.5965 0.776528 3.12564 
0.5791 0.79118 3.13274 
0.6029 0.694813 3.07854 
0.758 0.469445 2.97339 
0.5976 0.775384 3.12269 
0.6538 0.61966 3.03769 
0.7303 0.460862 2.96826 
0.6754 0.575506 3.01726 
0.4813 0.887757 3.19092 
0.6703 0.590886 3.0253 
0.6511 0.598931 3.02822 
0.6219 0.643625 3.04885 
0.7468 0.574456 3.01152 
0.7583 0.242936 2.87348 
0.7024 0.349573 2.91874 
0.6443 0.61602 3.03748 
0.5942 0.646397 3.05321 
0.5604 0.85211 3.17004 
0.5626 0.843385 3.16386 
0.7094 0.381896 2.93546 
0.6928 0.248152 2.87666 
0.5111 0.724921 3.09633 
0.7884 0.153802 2.83327 
0.6156 0.581088 3.01603 
0.5901 0.665552 3.06188 
0.7042 0.323951 2.90735 
0.5706 0.541673 3.00259 
0.8026 0.369856 2.93064 
0.7499 0.287597 2.89356 
0.6737 0.274521 2.88812 
0.4877 0.82612 3.14956 
0.6526 0.618841 3.03475 
0.7998 0.430822 2.95483 
0.6881 0.404313 2.9458 
0.6083 0.638821 3.04968 
0.5735 0.799265 3.13866 
0.4886 0.0671827 4.31077 
0.7308 0.514458 2.9913 
0.5895 0.673874 3.06543 
0.6796 0.556639 3.0081 
0.719 0.103104 2.80984 
0.5506 0.576105 3.01691 
0.6672 0.43575 2.95887 
0.6291 0.732761 3.09925 
0.7962 0.442107 2.96206 
0.6877 0.326925 2.91097 
0.4435 0.906598 3.20892 
0.7748 0.226644 2.86574 
0.869 0.0629486 2.7939 
0.5785 0.492425 2.98215 
0.5681 0.630594 3.04493 
0.695 0.418076 2.95171 
0.6772 0.441139 2.96135 
0.6572 0.467557 2.97275 
0.8221 -0.114407 2.73061 
0.723 0.231199 2.86897 
0.6353 0.332975 2.91415 
0.6553 0.45594 2.96343 
0.6283 0.676464 3.06383 
0.7594 0.338503 2.91527 
0.617 0.615199 3.03771 
0.5204 0.79549 3.13342 
0.6672 0.457773 2.96804 
0.5854 0.642697 3.05064 
0.5719 0.718673 3.08849 
0.6026 0.654757 3.0551 
0.4666 0.960491 3.24985 
0.6462 0.690459 3.07706 
0.8557 0.289246 2.89499 
0.6179 0.538727 3.00008 
0.7991 0.442671 2.96256 
0.551 0.689522 3.07675 
0.6534 0.557777 3.00934 
0.5863 0.708889 3.08691 
0.7112 0.454305 2.9667 
0.7196 0.263319 2.88304 
0.593 0.418485 2.952 
0.7632 0.241904 2.86923 
0.7953 0.121022 2.82109 
0.7342 0.110126 2.81575 
0.4199 0.856355 3.17654 
0.7234 0.366509 2.92843 
0.7239 0.421879 2.95248 
0.679 0.316505 2.90628 
0.6513 0.449205 2.96139 
0.6898 0.479337 2.97678 
0.6202 0.488575 2.97792 
0.6559 0.418532 2.95073 
0.579 0.557258 3.00732 
0.7924 0.3876 2.93818 
0.6247 0.361731 2.92554 
0.7446 0.379689 2.93315 
0.7038 0.472102 2.97143 
0.6884 0.512653 2.98731 
0.6625 0.574185 3.01487 
0.6548 0.664626 3.06316 
0.5663 0.756374 3.11251 
0.6438 0.50797 2.98891 
0.6469 0.689648 3.07232 
0.7578 0.0974119 2.81049 
0.679 0.382891 2.93552 
0.5882 0.66229 3.05816 
0.6304 0.597656 3.0279 
0.699 0.38551 2.93741 
0.744 0.381884 2.93427 
0.6487 0.475049 2.97449 
0.6972 0.584309 3.01724 
0.6991 0.210508 2.85946 
0.5741 0.518861 2.99116 
0.5669 0.672753 3.06633 
0.6255 0.684275 3.07327 
0.8167 0.20925 2.85574 
0.795 0.0608216 2.79598 
0.8336 -0.0270167 2.76428 
0.5439 0.506049 2.98442 
0.7258 0.252031 2.87851 
0.4723 0.783656 3.12975 
0.4604 0.108603 4.32327 
0.5169 0.0612555 4.30853 
0.7116 0.580637 3.01858 
0.7203 0.160394 2.83763 
0.5962 0.608307 3.03376 
0.798 -0.0437933 2.75971 
0.657 0.432654 2.9568 
0.7647 0.360251 2.92506 
0.7925 0.249587 2.8759 
0.6512 0.438584 2.96065 
0.7311 0.427508 2.95413 
0.521 0.715415 3.08823 
0.6044 0.631614 3.04371 
0.7492 0.333859 2.91362 
0.4838 0.865963 3.17542 
0.468 -0.0601671 4.27552 
0.6388 0.743231 3.10651 
0.6074 0.679479 3.06771 
0.5589 0.735006 3.09975 
0.6136 0.626809 3.04357 
0.73 0.393334 2.94031 
0.6359 0.638405 3.0488 
0.5788 0.644866 3.05162 
0.5346 0.812308 3.14471 
0.8291 0.44706 2.9625 
0.6265 0.530118 2.99791 
0.6562 0.419828 2.95209 
0.7378 0.336003 2.91365 
0.7322 0.460081 2.96959 
0.7309 0.213739 2.85889 
0.6229 0.278399 2.88764 
0.7446 0.174004 2.8438 
0.6738 0.443086 2.96046 
0.7706 0.333096 2.91356 
