1.7747 0.513986 0.954346 
2.1234 0.4 0.932972 
1.8497 0.45 0.942408 
1.9595 0.6 0.971376 
1.8921 0.513986 0.954346 
1.7058 0.6 0.971376 
1.7999 0.6 0.971376 
2.1029 0.35 0.923534 
1.8351 0.513986 0.954346 
1.7559 0.55 0.960848 
2.1069 0.513986 0.954346 
1.923 0.5 0.951846 
1.9253 0.45 0.942408 
2.1739 0.513986 0.954346 
1.9834 0.5 0.951846 
2.0695 0.35 0.923534 
1.9706 0.45 0.942408 
2.0298 0.513986 0.954346 
1.851 0.6 0.971376 
1.9147 0.45 0.942408 
1.8234 0.4 0.932972 
1.9007 0.65 0.982403 
1.9096 0.4 0.932972 
1.959 0.35 0.923534 
2.1867 0.513986 0.954346 
2.0162 0.55 0.960848 
1.7933 0.6 0.971376 
1.7544 0.6 0.971376 
2.0949 0.513986 0.954346 
1.9821 0.513986 0.954346 
1.6724 0.5 0.951846 
1.8797 0.513986 0.954346 
1.7741 0.6 0.971376 
2.0476 0.513986 0.954346 
2.0585 0.45 0.942408 
2.1296 0.55 0.960848 
1.689 0.45 0.942408 
2.105 0.45 0.942408 
2.1641 0.35 0.923534 
2.2121 0.4 0.932972 
1.9337 0.45 0.942408 
2.0582 0.6 0.971376 
1.8993 0.65 0.982403 
2.0738 0.513986 0.954346 
1.9191 0.4 0.932972 
2.1658 0.55 0.960848 
1.9291 0.513986 0.954346 
1.7998 0.45 0.942408 
1.9137 0.513986 0.954346 
2.0512 0.4 0.932972 
2.2389 0.35 0.923534 
2.4408 0.5 0.951846 
1.767 0.6 0.971376 
1.8875 0.5 0.951846 
1.7828 0.7 0.993433 
1.7368 0.45 0.942408 
1.8938 0.513986 0.954346 
1.8757 0.5 0.951846 
1.9923 0.513986 0.954346 
1.9589 0.55 0.960848 
2.3018 0.4 0.932972 
2.0217 0.4 0.932972 
2.2581 0.45 0.942408 
2.0256 0.55 0.960848 
1.9282 0.25 0.90566 
2.0531 0.45 0.942408 
2.1454 0.35 0.923534 
2.0944 0.3 0.914097 
2.0983 0.6 0.971376 
1.9932 0.55 0.960848 
2.0114 0.55 0.960848 
1.842 0.513986 0.954346 
1.9532 0.55 0.960848 
1.8748 0.4 0.932972 
2.1914 0.5 0.951846 
2.091 0.55 0.960848 
1.7945 0.45 0.942408 
2.0391 0.513986 0.954346 
2.0466 0.45 0.942408 
1.9075 0.55 0.960848 
1.9067 0.35 0.923534 
2.0269 0.4 0.932972 
1.9955 0.6 0.971376 
1.7895 0.4 0.932972 
2.1319 0.513986 0.954346 
1.9182 0.5 0.951846 
2.1547 0.45 0.942408 
2.0404 0.6 0.971376 
1.8917 0.6 0.971376 
1.9371 0.513986 0.954346 
1.8727 0.6 0.971376 
1.996 0.55 0.960848 
1.6493 0.55 0.960848 
2.0489 0.5 0.951846 
1.9202 0.45 0.942408 
1.921 0.45 0.942408 
1.7449 0.55 0.960848 
1.7879 0.45 0.942408 
2.0949 0.35 0.923534 
2.0099 0.55 0.960848 
1.8518 0.513986 0.954346 
1.9218 0.513986 0.954346 
2.1524 0.45 0.942408 
2.1746 0.55 0.960848 
2.0216 0.4 0.932972 
1.9937 0.55 0.960848 
1.9386 0.45 0.942408 
1.8828 0.513986 0.954346 
1.895 0.6 0.971376 
1.7893 0.513986 0.954346 
2.0172 0.35 0.923534 
1.8903 0.6 0.971376 
1.787 0.6 0.971376 
1.8936 0.45 0.942408 
1.8514 0.5 0.951846 
2.0588 0.45 0.942408 
1.9173 0.45 0.942408 
1.9364 0.6 0.971376 
2.0469 0.55 0.960848 
2.0507 0.55 0.960848 
2.0909 0.4 0.932972 
2.2464 0.4 0.932972 
1.7248 0.6 0.971376 
1.9889 0.6 0.971376 
2.0075 0.513986 0.954346 
1.846 0.6 0.971376 
1.9652 0.55 0.960848 
1.923 0.55 0.960848 
1.7087 0.6 0.971376 
1.957 0.45 0.942408 
2.2306 0.5 0.951846 
1.9815 0.5 0.951846 
2.3028 0.5 0.951846 
2.1427 0.45 0.942408 
2.0587 0.45 0.942408 
2.0303 0.6 0.971376 
1.8312 0.45 0.942408 
2.0876 0.4 0.932972 
1.8957 0.5 0.951846 
2.1317 0.45 0.942408 
1.9364 0.45 0.942408 
1.8594 0.513986 0.954346 
1.9802 0.6 0.971376 
1.8181 0.45 0.942408 
2.1117 0.4 0.932972 
2.0414 0.513986 0.954346 
2.1034 0.513986 0.954346 
2.1287 0.45 0.942408 
2.0427 0.513986 0.954346 
1.8012 0.65 0.982403 
1.9493 0.5 0.951846 
1.846 0.55 0.960848 
2.0516 0.5 0.951846 
1.7083 0.55 0.960848 
2.1214 0.35 0.923534 
2.1076 0.4 0.932972 
2.0833 0.45 0.942408 
2.0773 0.55 0.960848 
1.951 0.55 0.960848 
1.9509 0.6 0.971376 
1.8602 0.55 0.960848 
2.0453 0.45 0.942408 
1.7896 0.6 0.971376 
2.0566 0.55 0.960848 
2.2186 0.4 0.932972 
1.7522 0.55 0.960848 
1.9702 0.4 0.932972 
2.034 0.45 0.942408 
1.9369 0.513986 0.954346 
2.0183 0.45 0.942408 
2.0367 0.4 0.932972 
2.4184 0.35 0.923534 
2.1212 0.6 0.971376 
1.9297 0.45 0.942408 
2.1068 0.55 0.960848 
2.2188 0.45 0.942408 
1.8532 0.6 0.971376 
2.1018 0.45 0.942408 
2.1914 0.513986 0.954346 
1.8968 0.55 0.960848 
2.1403 0.45 0.942408 
1.9858 0.55 0.960848 
2.1556 0.5 0.951846 
1.9018 0.45 0.942408 
1.9156 0.45 0.942408 
2.3795 0.4 0.932972 
1.9643 0.65 0.982403 
2.1895 0.6 0.971376 
2.0688 0.513986 0.954346 
1.7246 0.513986 0.954346 
2.1073 0.45 0.942408 
1.8564 0.513986 0.954346 
1.8832 0.513986 0.954346 
2.0947 0.35 0.923534 
2.1439 0.45 0.942408 
1.8395 0.55 0.960848 
1.8237 0.7 0.993433 
1.764 0.55 0.960848 
1.9047 0.55 0.960848 
2.0235 0.5 0.951846 
2.1167 0.35 0.923534 
2.2082 0.513986 0.954346 
2.8989 0.4 0.932972 
2.2087 0.55 0.960848 
1.7108 0.55 0.960848 
2.0236 0.55 0.960848 
1.8857 0.55 0.960848 
2.0014 0.4 0.932972 
2.031 0.45 0.942408 
2.0576 0.45 0.942408 
1.878 0.45 0.942408 
1.9136 0.45 0.942408 
1.975 0.4 0.932972 
2.0839 0.4 0.932972 
1.9185 0.513986 0.954346 
1.8618 0.55 0.960848 
1.9593 0.513986 0.954346 
1.7563 0.65 0.982403 
1.9009 0.45 0.942408 
1.8757 0.513986 0.954346 
2.2005 0.4 0.932972 
2.0282 0.513986 0.954346 
2.1389 0.4 0.932972 
2.1133 0.45 0.942408 
2.0431 0.4 0.932972 
1.8935 0.55 0.960848 
2.0979 0.513986 0.954346 
1.8689 0.45 0.942408 
2.0559 0.45 0.942408 
1.8838 0.45 0.942408 
1.8569 0.6 0.971376 
1.8741 0.45 0.942408 
1.8842 0.45 0.942408 
2.0597 0.35 0.923534 
2.1022 0.45 0.942408 
1.9881 0.4 0.932972 
2.1761 0.35 0.923534 
1.9993 0.4 0.932972 
2.281 0.4 0.932972 
2.0679 0.513986 0.954346 
1.803 0.55 0.960848 
1.7248 0.6 0.971376 
1.9863 0.4 0.932972 
