0.973 0 1.57736 1
1.3926 0 1.57736 1
1.7016 0.1 1.57736 1
2.01 0.7 0.577359 0
2.2634 0.9 0.577359 1
1.7904 0.2 1.57736 1
1.8568 -0.2 1.57736 1
1.7316 -0.1 1.57736 1
1.4334 0 1.57736 1
1.4642 0.3 1.57736 1
1.233 0.4 1.57736 1
2.01 0.7 0.577359 0
1.6004 0 1.57736 1
1.39 -0.4 1.57736 1
1.8314 0.2 1.57736 1
1.2742 -0.1 1.57736 1
2.01 0.7 0.577359 0
2.1192 -0.1 1.57736 1
1.9518 -0.1 1.57736 1
1.628 0.3 1.57736 1
1.4684 0.1 1.57736 1
1.4414 0.8 1.57736 1
1.0086 -0.1 1.57736 1
1.8008 0.4 1.57736 1
1.529 0 1.57736 1
2.0098 0.5 0.577359 0
2.048 -0.2 1.57736 1
1.7454 -0.1 1.57736 1
1.466 -0.4 1.57736 1
2.01 0.7 0.577359 0
1.8206 0.1 1.57736 1
1.5592 0.1 1.57736 1
1.6254 0.2 1.57736 1
1.2752 -0.3 1.57736 1
1.74 0.1 1.57736 1
1.7318 0 1.57736 1
2.0082 0 1.57736 1
2.01 0.8 0.577359 0
1.9878 -0.1 1.57736 1
1.3516 -0.3 1.57736 1
1.9252 -0.1 1.57736 1
2.01 0.6 0.577359 0
2.553 -0.2 1.57736 1
2.01 0.7 0.577359 0
2.0246 0.5 0.577359 1
2.1334 -0.2 1.57736 1
2.0098 0.7 0.577359 0
2.153 0.6 0.577359 1
1.6216 0.1 1.57736 1
1.361 -0.2 1.57736 1
2.01 0.2 0.577359 0
2.7932 0.4 1.57736 1
1.568 -0.1 1.57736 1
1.9678 0 1.57736 1
2.0098 0.8 0.577359 0
2.0506 0.7 0.577359 1
1.7224 0.3 1.57736 1
1.584 0.4 1.57736 1
2.01 0.7 0.577359 0
2.232 0.7 0.577359 1
1.9002 0.1 1.57736 1
2.01 0.8 0.577359 0
1.7402 -0.4 1.57736 1
2.01 0.8 0.577359 0
1.9334 0.1 1.57736 1
2.0098 0.7 0.577359 0
1.9872 0 1.57736 1
1.4194 -0.3 1.57736 1
2.01 0.8 0.577359 0
1.6376 0.2 1.57736 1
1.5348 0.2 1.57736 1
1.8646 -0.1 1.57736 1
2.01 0.6 0.577359 0
2.2116 0.7 0.577359 1
1.5588 -0.1 1.57736 1
1.3888 -0.1 1.57736 1
1.7466 -0.3 1.57736 1
2.01 0.9 0.577359 0
1.4676 0.2 1.57736 1
1.7086 -0.3 1.57736 1
2.0052 -0.1 1.57736 1
1.8396 0.1 1.57736 1
1.7756 0 1.57736 1
1.3482 0.4 1.57736 1
1.4708 -0.3 1.57736 1
1.8718 -0.1 1.57736 1
2.01 0.1 0.577359 0
2.1482 0.3 1.57736 1
1.4782 0.5 1.57736 1
1.7868 0.2 1.57736 1
2.01 0.6 0.577359 0
2.0446 -0.3 1.57736 1
2.01 0.9 0.577359 0
1.873 0 1.57736 1
1.8494 -0.2 1.57736 1
1.9288 -0.2 1.57736 1
2.01 0.7 0.577359 0
2.3508 0.6 0.577359 1
2.0488 0 1.57736 1
2.0098 0.4 0.577359 0
1.7268 0 1.57736 1
1.5708 -0.4 1.57736 1
1.6604 0 1.57736 1
1.9742 0 1.57736 1
1.3584 -0.3 1.57736 1
1.8366 0 1.57736 1
1.6702 0 1.57736 1
2.0098 0.8 0.577359 0
2.057 0.7 0.577359 1
1.6606 0.3 1.57736 1
1.3096 -0.3 1.57736 1
2.0098 0.7 0.577359 0
1.5896 0.2 1.57736 1
1.4376 -0.3 1.57736 1
2.01 0.8 0.577359 0
2.0942 0.9 0.577359 1
2.0274 0.5 0.577359 1
2.317 0.5 0.577359 1
2.555 0.5 0.577359 1
3.2476 0.8 0.577359 1
1.4984 0.6 1.57736 1
1.3678 0.4 1.57736 1
2.01 0.3 0.577359 0
2.3128 0.6 0.577359 1
1.6952 -0.4 1.57736 1
1.5136 0.1 1.57736 1
1.4194 -0.1 1.57736 1
1.4728 0 1.57736 1
1.4824 -0.4 1.57736 1
1.2868 0.2 1.57736 1
1.183 -0.5 1.57736 1
2.01 0.8 0.577359 0
2.032 0 1.57736 1
1.8582 -0.1 1.57736 1
1.578 0 1.57736 1
1.7036 -0.2 1.57736 1
1.7014 0.3 1.57736 1
1.4902 0.2 1.57736 1
1.955 0 1.57736 1
1.8222 -0.1 1.57736 1
1.429 0.2 1.57736 1
1.8576 0.3 1.57736 1
2.0098 0.6 0.577359 0
2.2984 0.7 0.577359 1
2.8986 0.1 1.57736 1
2.01 0.8 0.577359 0
1.7388 0.1 1.57736 1
1.8308 0.2 1.57736 1
1.8904 -0.2 1.57736 1
2.01 0.4 0.577359 0
2.476 0 1.57736 1
2.01 0.7 0.577359 0
2.1758 0.4 0.577359 1
1.9568 0.4 1.57736 1
1.5066 0.4 1.57736 1
2.01 0.7 0.577359 0
2.0176 0 1.57736 1
1.3306 0.6 1.57736 1
1.094 -0.2 1.57736 1
2.01 0.7 0.577359 0
2.1274 -0.1 1.57736 1
1.7122 -0.1 1.57736 1
1.6798 0 1.57736 1
1.7518 0.1 1.57736 1
1.2916 0.1 1.57736 1
1.4034 0 1.57736 1
1.9006 0.1 1.57736 1
1.9236 0 1.57736 1
1.5068 -0.2 1.57736 1
2.01 0.8 0.577359 0
1.4466 0.6 1.57736 1
1.5358 -0.2 1.57736 1
2.01 0.4 0.577359 0
2.055 0.3 1.57736 1
1.5814 0 1.57736 1
1.4018 0.1 1.57736 1
1.7706 -0.2 1.57736 1
1.8418 0.2 1.57736 1
1.6066 -0.3 1.57736 1
2.01 0.5 0.577359 0
2.3314 0.7 0.577359 1
1.8296 0.2 1.57736 1
1.5674 0 1.57736 1
1.5588 0.1 1.57736 1
1.5324 0.4 1.57736 1
1.8008 0 1.57736 1
1.5664 -0.3 1.57736 1
1.7236 -0.1 1.57736 1
2.0098 0.9 0.577359 0
2.4552 0.2 1.57736 1
1.154 0 1.57736 1
1.5584 0.1 1.57736 1
2.01 0.5 0.577359 0
2.0652 0 1.57736 1
2.01 0.6 0.577359 0
1.6618 0.4 1.57736 1
1.6118 0.3 1.57736 1
2.01 0.6 0.577359 0
1.5338 0.2 1.57736 1
1.222 0.1 1.57736 1
1.6104 0 1.57736 1
1.274 -0.3 1.57736 1
1.4662 -0.1 1.57736 1
1.7294 0 1.57736 1
1.6704 -0.1 1.57736 1
1.8002 0 1.57736 1
2.01 0.8 0.577359 0
1.4758 0 1.57736 1
1.8456 0.1 1.57736 1
2.01 0.6 0.577359 0
1.8992 -0.2 1.57736 1
1.8394 -0.1 1.57736 1
1.6254 0.1 1.57736 1
1.6432 0.1 1.57736 1
1.5322 0.3 1.57736 1
1.839 -0.1 1.57736 1
2.01 0 0.577359 0
2.0466 -0.1 1.57736 1
2.01 0.8 0.577359 0
1.5864 0.1 1.57736 1
1.757 0.1 1.57736 1
1.3062 0.2 1.57736 1
2.01 0.4 0.577359 0
2.1842 0.6 0.577359 1
2.2778 -0.1 1.57736 1
2.01 0.8 0.577359 0
1.7808 -0.1 1.57736 1
1.3558 -0.2 1.57736 1
2.01 0.5 0.577359 0
1.7908 0.1 1.57736 1
1.7826 0 1.57736 1
1.4946 -0.3 1.57736 1
1.9226 0.1 1.57736 1
2.01 0.4 0.577359 0
2.2372 0.2 1.57736 1
1.6918 0.1 1.57736 1
1.504 0.4 1.57736 1
2.01 0.7 0.577359 0
2.4238 0.8 0.577359 1
1.7816 -0.2 1.57736 1
2.01 0.8 0.577359 0
1.7046 0.3 1.57736 1
1.3376 -0.2 1.57736 1
1.5302 0.3 1.57736 1
1.5374 0.2 1.57736 1
2.01 0.9 0.577359 0
2.0408 0.7 0.577359 1
1.9548 0.1 1.57736 1
1.6758 0.1 1.57736 1
1.733 0 1.57736 1
1.3778 0.1 1.57736 1
2.0098 0.9 0.577359 0
1.536 0.2 1.57736 1
1.525 -0.3 1.57736 1
1.6156 -0.1 1.57736 1
2.01 0.6 0.577359 0
2.2064 0.1 1.57736 1
1.8226 -0.3 1.57736 1
1.766 0 1.57736 1
1.4792 -0.1 1.57736 1
2.01 0.8 0.577359 0
1.4294 0.1 1.57736 1
1.676 0.1 1.57736 1
1.4182 0.2 1.57736 1
1.6814 -0.1 1.57736 1
2.01 0.3 0.577359 0
1.7882 0.3 1.57736 1
1.5738 0.1 1.57736 1
1.7482 -0.4 1.57736 1
1.7912 -0.1 1.57736 1
1.5118 0.3 1.57736 1
1.6778 -0.4 1.57736 1
2.0098 0.5 0.577359 0
2.1724 0 1.57736 1
1.7892 0.2 1.57736 1
1.2886 0 1.57736 1
1.3736 -0.4 1.57736 1
2.01 0.9 0.577359 0
1.6308 0.2 1.57736 1
2.01 0.7 0.577359 0
2.1022 0 1.57736 1
1.5064 0.1 1.57736 1
2.0098 0.6 0.577359 0
1.8242 -0.1 1.57736 1
1.826 -0.1 1.57736 1
1.6674 -0.2 1.57736 1
1.5204 0.1 1.57736 1
1.3956 0.3 1.57736 1
2.01 0.4 0.577359 0
2.5008 0.3 1.57736 1
2.01 0.7 0.577359 0
2.3334 0.8 0.577359 1
2.0734 -0.1 1.57736 1
2.01 0.9 0.577359 0
1.466 0 1.57736 1
1.9538 0 1.57736 1
1.7138 0 1.57736 1
1.392 0.2 1.57736 1
1.5922 0.1 1.57736 1
1.6434 -0.1 1.57736 1
1.851 0.1 1.57736 1
1.965 -0.1 1.57736 1
1.8128 0 1.57736 1
1.9124 0 1.57736 1
1.5762 -0.3 1.57736 1
1.7574 -0.1 1.57736 1
1.6756 0.2 1.57736 1
2.01 0.8 0.577359 0
1.5896 0.1 1.57736 1
1.7798 -0.1 1.57736 1
1.8066 -0.2 1.57736 1
1.8476 -0.1 1.57736 1
1.5584 -0.1 1.57736 1
1.8308 -0.3 1.57736 1
2.01 0.1 0.577359 0
1.8948 0.1 1.57736 1
1.9992 -0.1 1.57736 1
1.6958 0 1.57736 1
1.8166 -0.1 1.57736 1
1.6992 -0.1 1.57736 1
1.5998 -0.1 1.57736 1
1.6508 -0.1 1.57736 1
1.7854 0 1.57736 1
2.01 0.4 0.577359 0
2.2272 0 1.57736 1
1.4794 0.1 1.57736 1
1.7576 -0.1 1.57736 1
2.01 0.7 0.577359 0
1.7158 -0.1 1.57736 1
1.7012 0 1.57736 1
1.9744 0 1.57736 1
2.01 0.9 0.577359 0
2.025 0 1.57736 1
1.5742 -0.2 1.57736 1
1.5358 -0.1 1.57736 1
1.8002 0.1 1.57736 1
1.3472 0.6 1.57736 1
1.2686 -0.1 1.57736 1
1.881 0 1.57736 1
2.01 0.5 0.577359 0
2.3864 0.2 1.57736 1
1.5178 0 1.57736 1
1.2704 -0.6 1.57736 1
2.0098 0.6 0.577359 0
1.9722 -0.3 1.57736 1
1.9608 0 1.57736 1
1.4474 -0.5 1.57736 1
1.5268 0.3 1.57736 1
1.9504 -0.2 1.57736 1
1.4276 -0.1 1.57736 1
1.5162 0.1 1.57736 1
1.5988 0.5 1.57736 1
1.762 0.1 1.57736 1
1.4762 0.3 1.57736 1
1.6854 0.1 1.57736 1
1.8778 0 1.57736 1
1.7686 -0.1 1.57736 1
1.619 0.2 1.57736 1
1.736 -0.1 1.57736 1
1.8682 -0.1 1.57736 1
1.7922 0 1.57736 1
1.6638 0 1.57736 1
1.4644 -0.1 1.57736 1
1.7176 0.2 1.57736 1
1.6868 0.6 1.57736 1
1.1482 -0.1 1.57736 1
1.5822 0 1.57736 1
1.7738 0.1 1.57736 1
1.9722 -0.1 1.57736 1
2.01 0.8 0.577359 0
2.1664 0.6 0.577359 1
1.8516 -0.1 1.57736 1
2.01 0.6 0.577359 0
2.1566 0.6 0.577359 1
1.7816 0.1 1.57736 1
1.6828 0.2 1.57736 1
1.9568 -0.1 1.57736 1
1.9892 0 1.57736 1
1.494 0.1 1.57736 1
1.6396 0 1.57736 1
2.01 0.5 0.577359 0
2.0868 -0.1 1.57736 1
1.7596 -0.1 1.57736 1
1.4516 0.4 1.57736 1
1.448 0 1.57736 1
1.46 -0.1 1.57736 1
1.309 -0.1 1.57736 1
2.01 0.6 0.577359 0
2.2378 0.6 0.577359 1
1.5818 0 1.57736 1
1.6754 0 1.57736 1
1.6088 -0.2 1.57736 1
1.7476 -0.2 1.57736 1
1.7204 0.1 1.57736 1
1.6852 -0.3 1.57736 1
1.5922 -0.3 1.57736 1
2.0098 0.7 0.577359 0
2.315 -0.4 1.57736 1
1.8904 0 1.57736 1
1.9188 -0.1 1.57736 1
1.9786 0 1.57736 1
2.01 0.8 0.577359 0
1.674 -0.1 1.57736 1
1.9742 -0.1 1.57736 1
1.6916 -0.1 1.57736 1
2.01 0.2 0.577359 0
2.683 0.9 0.577359 1
1.4966 0.2 1.57736 1
1.7032 0.2 1.57736 1
1.489 -0.2 1.57736 1
1.8268 -0.1 1.57736 1
1.8792 -0.1 1.57736 1
1.926 -0.1 1.57736 1
2.01 0.8 0.577359 0
1.6858 -0.1 1.57736 1
1.4608 -0.1 1.57736 1
2.01 0.7 0.577359 0
1.719 0.1 1.57736 1
2.01 0.6 0.577359 0
2.8474 0.4 0.577359 1
1.8854 -0.3 1.57736 1
1.4944 0 1.57736 1
1.6102 -0.1 1.57736 1
1.7792 0.3 1.57736 1
1.7038 -0.1 1.57736 1
2.01 0.5 0.577359 0
2.7088 0.7 0.577359 1
2.488 0.1 1.57736 1
1.8766 0.3 1.57736 1
1.469 0.2 1.57736 1
1.769 0 1.57736 1
2.01 0.4 0.577359 0
2.0936 0 1.57736 1
1.514 -0.2 1.57736 1
2.01 0.7 0.577359 0
2.2666 0 1.57736 1
1.8182 0 1.57736 1
1.9136 -0.1 1.57736 1
1.7212 0 1.57736 1
1.5892 0.3 1.57736 1
2.0098 0.8 0.577359 0
1.2494 0 1.57736 1
1.2342 0.3 1.57736 1
2.01 0.5 0.577359 0
2.4028 0 1.57736 1
1.3554 0.4 1.57736 1
2.01 0.9 0.577359 0
1.5652 0.1 1.57736 1
1.6104 -0.3 1.57736 1
2.0098 0.5 0.577359 0
1.75 0 1.57736 1
1.951 0.1 1.57736 1
1.9298 0.1 1.57736 1
1.7192 -0.3 1.57736 1
2.01 0.9 0.577359 0
1.6838 0.1 1.57736 1
2.01 0.5 0.577359 0
2.3776 0 1.57736 1
1.8388 0 1.57736 1
1.544 0 1.57736 1
2.01 0.6 0.577359 0
2.2976 0.7 0.577359 1
2.5804 0 1.57736 1
1.594 0 1.57736 1
2.0034 -0.1 1.57736 1
1.652 0 1.57736 1
1.9536 0 1.57736 1
2.01 0.6 0.577359 0
1.9618 0.2 1.57736 1
1.7644 0.2 1.57736 1
1.5152 -0.2 1.57736 1
1.8764 -0.1 1.57736 1
2.01 0.6 0.577359 0
2.1316 0.5 0.577359 1
1.869 -0.1 1.57736 1
2.01 0.8 0.577359 0
2.4756 0.2 0.577359 1
2.2878 0.8 0.577359 1
1.986 -0.3 1.57736 1
1.707 0 1.57736 1
1.4312 -0.2 1.57736 1
2.01 0.8 0.577359 0
1.8658 0.1 1.57736 1
1.7788 0 1.57736 1
2.01 0.8 0.577359 0
1.5426 0.1 1.57736 1
1.7342 0.1 1.57736 1
2.01 0.4 0.577359 0
2.4482 -0.1 1.57736 1
1.6524 0 1.57736 1
1.6462 0.2 1.57736 1
1.8152 -0.1 1.57736 1
1.7576 0.3 1.57736 1
2.01 0.7 0.577359 0
1.5986 0.3 1.57736 1
1.8292 -0.1 1.57736 1
1.6108 0 1.57736 1
2.01 0.6 0.577359 0
1.9242 -0.2 1.57736 1
2.01 0.6 0.577359 0
2.35 0.7 0.577359 1
1.8798 0 1.57736 1
2.01 0.7 0.577359 0
