-5.0 0.577359 
-4.9 0.577359 
-4.8 0.577359 
-4.7 0.577359 
-4.6 0.577359 
-4.5 0.577359 
-4.4 0.577359 
-4.3 0.577359 
-4.2 0.577359 
-4.1 0.577359 
-4.0 0.577359 
-3.9 0.577359 
-3.8 0.577359 
-3.7 0.577359 
-3.5999999999999996 0.577359 
-3.5 0.577359 
-3.4 0.577359 
-3.3 0.577359 
-3.2 0.577359 
-3.0999999999999996 0.577359 
-3.0 0.577359 
-2.9 0.577359 
-2.8 0.577359 
-2.6999999999999997 0.577359 
-2.5999999999999996 0.577359 
-2.5 0.577359 
-2.4 0.577359 
-2.3 0.577359 
-2.1999999999999997 0.577359 
-2.0999999999999996 0.577359 
-2.0 0.577359 
-1.9 0.577359 
-1.7999999999999998 0.577359 
-1.6999999999999997 0.577359 
-1.5999999999999996 0.577359 
-1.5 0.577359 
-1.4 0.577359 
-1.2999999999999998 0.577359 
-1.1999999999999997 0.577359 
-1.0999999999999996 0.577359 
-1.0 0.577359 
-0.8999999999999995 0.577359 
-0.7999999999999998 0.577359 
-0.7000000000000002 0.577359 
-0.5999999999999996 0.577359 
-0.5 0.577359 
-0.39999999999999947 0.577359 
-0.2999999999999998 0.577359 
-0.1999999999999993 0.577359 
-0.09999999999999964 0.577359 
0.0 0.577359 
0.10000000000000053 0.577359 
0.20000000000000018 0.577359 
0.3000000000000007 0.577359 
0.40000000000000036 0.577359 
0.5 0.577359 
0.6000000000000005 0.577359 
0.7000000000000002 0.577359 
0.8000000000000007 0.577359 
0.9000000000000004 0.577359 
1.0 0.577359 
-5.0 1.577359 
-4.9 1.577359 
-4.8 1.577359 
-4.7 1.577359 
-4.6 1.577359 
-4.5 1.577359 
-4.4 1.577359 
-4.3 1.577359 
-4.2 1.577359 
-4.1 1.577359 
-4.0 1.577359 
-3.9 1.577359 
-3.8 1.577359 
-3.7 1.577359 
-3.5999999999999996 1.577359 
-3.5 1.577359 
-3.4 1.577359 
-3.3 1.577359 
-3.2 1.577359 
-3.0999999999999996 1.577359 
-3.0 1.577359 
-2.9 1.577359 
-2.8 1.577359 
-2.6999999999999997 1.577359 
-2.5999999999999996 1.577359 
-2.5 1.577359 
-2.4 1.577359 
-2.3 1.577359 
-2.1999999999999997 1.577359 
-2.0999999999999996 1.577359 
-2.0 1.577359 
-1.9 1.577359 
-1.7999999999999998 1.577359 
-1.6999999999999997 1.577359 
-1.5999999999999996 1.577359 
-1.5 1.577359 
-1.4 1.577359 
-1.2999999999999998 1.577359 
-1.1999999999999997 1.577359 
-1.0999999999999996 1.577359 
-1.0 1.577359 
-0.8999999999999995 1.577359 
-0.7999999999999998 1.577359 
-0.7000000000000002 1.577359 
-0.5999999999999996 1.577359 
-0.5 1.577359 
-0.39999999999999947 1.577359 
-0.2999999999999998 1.577359 
-0.1999999999999993 1.577359 
-0.09999999999999964 1.577359 
0.0 1.577359 
0.10000000000000053 1.577359 
0.20000000000000018 1.577359 
0.3000000000000007 1.577359 
0.40000000000000036 1.577359 
0.5 1.577359 
0.6000000000000005 1.577359 
0.7000000000000002 1.577359 
0.8000000000000007 1.577359 
0.9000000000000004 1.577359 
1.0 1.577359 
-5.0 2.577359 
-4.9 2.577359 
-4.8 2.577359 
-4.7 2.577359 
-4.6 2.577359 
-4.5 2.577359 
-4.4 2.577359 
-4.3 2.577359 
-4.2 2.577359 
-4.1 2.577359 
-4.0 2.577359 
-3.9 2.577359 
-3.8 2.577359 
-3.7 2.577359 
-3.5999999999999996 2.577359 
-3.5 2.577359 
-3.4 2.577359 
-3.3 2.577359 
-3.2 2.577359 
-3.0999999999999996 2.577359 
-3.0 2.577359 
-2.9 2.577359 
-2.8 2.577359 
-2.6999999999999997 2.577359 
-2.5999999999999996 2.577359 
-2.5 2.577359 
-2.4 2.577359 
-2.3 2.577359 
-2.1999999999999997 2.577359 
-2.0999999999999996 2.577359 
-2.0 2.577359 
-1.9 2.577359 
-1.7999999999999998 2.577359 
-1.6999999999999997 2.577359 
-1.5999999999999996 2.577359 
-1.5 2.577359 
-1.4 2.577359 
-1.2999999999999998 2.577359 
-1.1999999999999997 2.577359 
-1.0999999999999996 2.577359 
-1.0 2.577359 
-0.8999999999999995 2.577359 
-0.7999999999999998 2.577359 
-0.7000000000000002 2.577359 
-0.5999999999999996 2.577359 
-0.5 2.577359 
-0.39999999999999947 2.577359 
-0.2999999999999998 2.577359 
-0.1999999999999993 2.577359 
-0.09999999999999964 2.577359 
0.0 2.577359 
0.10000000000000053 2.577359 
0.20000000000000018 2.577359 
0.3000000000000007 2.577359 
0.40000000000000036 2.577359 
0.5 2.577359 
0.6000000000000005 2.577359 
0.7000000000000002 2.577359 
0.8000000000000007 2.577359 
0.9000000000000004 2.577359 
1.0 2.577359 
